Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,nessus_url,description,solution
10547,CVE-1999-0499,7.5,High,192.168.1.43,udp,161.0,Microsoft Windows LAN Manager SNMP LanMan Services Disclosure,"The list of LanMan services running on the remote host can be obtained
via SNMP.","It is possible to obtain the list of LanMan services on the remote
host by sending SNMP requests with the OID 1.3.6.1.4.1.77.1.2.3.1.1

An attacker may use this information to gain more knowledge about
the target host.","Disable the SNMP service on the remote host if you do not use it,
or filter incoming UDP packets going to this port.",,"Power
Server
Themes
SysMain
Netlogon
IP Helper
DNS Client
DHCP Client
SNMP 
Time Broker
Workstation
User Manager
Windows Time
CoreMessaging
Plug and Play
Print Spooler
Task Scheduler
Secondary Logon
Storage Service
CNG Key Isolation
COM+ Event System
Windows Event Log
IPsec Policy Agent
Volume Shadow Copy
é¡¯ç¤º
Group Policy Client
RPC Endpoint Mapper
Web å¸³æç®¡ç
Data Sharing Service
Network List Service
System Events Broker
User Profile Service
Base Filtering Engine
Local Session Manager
TCP/IP NetBIOS Helper
Cryptographic Services
Application Information
Certificate Propagation
Diagnostic Service Host
Remote Desktop Services
Microsoft Search in Bing
Shell Hardware Detection
State Repository Service
Diagnostic Policy Service
Hyper-V Heartbeat Service
Network Connection Broker
Security Accounts Manager
Windows Defender Firewall
Network Location Awareness
Windows Connection Manager
Windows Font Cache Service
´æ Orchestrator 
Remote Procedure Call (RPC)
User Access Logging Service
Windows Update Medic 
Adobe Acrobat Update Service
DCOM Server Process Launcher
Microsoft Store å®
Remote Desktop Configuration
Hyper-V Data Exchange Service
Windows ç®¡ç¡æ
Windows åº¨æ
Hyper-V Guest Shutdown Service
å·²éç½®å¹³°æ
Application Host Helper Service
Network Store Interface Service
Distributed Link Tracking Client
Remote Access Connection Manager
Windows ¨æç³»çµ±
World Wide Web Publishing 
System Event Notification Service
Windows Management Instrumentation
Distributed Transaction Coordinator
IKE and AuthIP IPsec Keying Modules
Hyper-V Time Synchronization Service
Microsoft Office Click-to-Run Service
Hyper-V ç£°å½±è¤£½è¦
Background Tasks Infrastructure Service
Program Compatibility Assistant Service
Connected User Experiences and Telemetry
Secure Socket Tunneling Protocol Service
WinHTTP Web Proxy Auto-Discovery Service
Windows Remote Management (WS-Management)
¡å·´¯åå®ç®¡çä¸­åç¶²è·¯ä»
Touch Keyboard and Handwriting Panel Service
Kaspersky Seamless Update Service (KES.21.18)
Kaspersky Endpoint Security  (KES.21.18)
Remote Desktop Services UserMode Port Redirector
",https://zh-tw.tenable.com/plugins/nessus/10547,"It is possible to obtain the list of LanMan services on the remote host by sending SNMP requests with the OID 1.3.6.1.4.1.77.1.2.3.1.1

An attacker may use this information to gain more knowledge about the target host.","Disable the SNMP service on the remote host if you do not use it, or filter incoming UDP packets going to this port."
41028,CVE-1999-0517,7.5,High,192.168.1.43,udp,161.0,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"It is possible to obtain the default community name of the remote
SNMP server.

An attacker may use this information to gain more knowledge about the
remote host, or to change the configuration of the remote system (if
the default community allows such modifications).","Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",,"
The remote SNMP server replies to the following default community
string :

public",https://zh-tw.tenable.com/plugins/nessus/41028,"可以獲得遠端 SNMP 伺服器的預設社群名稱。

攻擊者可能會利用此資訊獲得與遠端主機有關的更多資訊，或是變更遠端系統的組態 (若預設社群允許此類修改)。","在不使用時停用遠端主機上的 SNMP 服務。

可篩選此連接埠的傳入 UDP 封包，或是變更預設的社群字串。"
42873,CVE-2016-2183,5.0,High,192.168.1.43,tcp,3389.0,SSL Medium Strength Cipher Suites Supported (SWEET32),The remote service supports the use of medium strength SSL ciphers.,"The remote host supports the use of SSL ciphers that offer medium
strength encryption. Nessus regards medium strength as any encryption
that uses key lengths at least 64 bits and less than 112 bits, or 
else that uses the 3DES encryption suite.

Note that it is considerably easier to circumvent medium strength
encryption if the attacker is on the same physical network.","Reconfigure the affected application if possible to avoid use of
medium strength ciphers.","https://www.openssl.org/blog/blog/2016/08/24/sweet32/
https://sweet32.info","
  Medium Strength Ciphers (> 64-bit and < 112-bit key, or 3DES)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    DES-CBC3-SHA                  0x00, 0x0A       RSA           RSA      3DES-CBC(168)          SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
",https://zh-tw.tenable.com/plugins/nessus/42873,"遠端主機支援提供中強度加密的 SSL 密碼。Nessus 將任何使用長度為 64 至 112 位元間的金鑰或使用 3DES 加密套件視為中強度加密。

請注意，如果攻擊者位於同一個實體網路，就更加容易規避中強度加密。",重新設定受影響的應用程式，盡可能避免使用中強度加密。
51192,,6.4,Medium,192.168.1.43,tcp,3389.0,SSL Certificate Cannot Be Trusted,The SSL certificate for this service cannot be trusted.,"The server's X.509 certificate cannot be trusted. This situation can
occur in three different ways, in which the chain of trust can be
broken, as stated below :

  - First, the top of the certificate chain sent by the
    server might not be descended from a known public
    certificate authority. This can occur either when the
    top of the chain is an unrecognized, self-signed
    certificate, or when intermediate certificates are
    missing that would connect the top of the certificate
    chain to a known public certificate authority.

  - Second, the certificate chain may contain a certificate
    that is not valid at the time of the scan. This can
    occur either when the scan occurs before one of the
    certificate's 'notBefore' dates, or after one of the
    certificate's 'notAfter' dates.

  - Third, the certificate chain may contain a signature
    that either didn't match the certificate's information
    or could not be verified. Bad signatures can be fixed by
    getting the certificate with the bad signature to be
    re-signed by its issuer. Signatures that could not be
    verified are the result of the certificate's issuer
    using a signing algorithm that Nessus either does not
    support or does not recognize.

If the remote host is a public host in production, any break in the
chain makes it more difficult for users to verify the authenticity and 
identity of the web server. This could make it easier to carry out 
man-in-the-middle attacks against the remote host.",Purchase or generate a proper SSL certificate for this service.,"https://www.itu.int/rec/T-REC-X.509/en
https://en.wikipedia.org/wiki/X.509","
The following certificate was at the top of the certificate
chain sent by the remote host, but it is signed by an unknown
certificate authority :

|-Subject : CN=CSI-JS.chsi.local
|-Issuer  : CN=CSI-JS.chsi.local
",https://zh-tw.tenable.com/plugins/nessus/51192,"無法信任伺服器的 X.509 憑證。此情況可能以三種不同的方式發生，可導致信任鏈損毀，如下所述：

- 首先，可能無法從已知公開憑證授權單位承襲伺服器傳送的憑證鏈結頂端。鏈結的頂端是未經過識別的自我簽署憑證，或缺少將憑證鏈結的頂端連結到已知公開憑證授權單位的中介憑證時，會發生此狀況。

- 第二，憑證鏈結可能包含掃描時無效的憑證。在憑證的其中一個「notBefore」日期之前或憑證的其中一個「notAfter」日期之後進行掃描時，會發生此狀況。

- 第三，憑證鏈結可能包含不符合憑證資訊或無法驗證的簽章。取得錯誤簽章由其發行單位重新簽署的憑證，即可修正錯誤的憑證。由於憑證的發行單位使用 Nessus 不支援或未識別的簽署演算法而無法驗證的簽章。

如果遠端主機是生產環境中的公開主機，鏈結中出現的任何中斷都會導致使用者更難驗證 web 伺服器的真實性和身分。這將造成更容易對遠端主機發動攔截式攻擊。",購買或產生適合此伺服器的 SSL 憑證。
57582,,6.4,Medium,192.168.1.43,tcp,3389.0,SSL Self-Signed Certificate,"The SSL certificate chain for this service ends in an unrecognized
self-signed certificate.","The X.509 certificate chain for this service is not signed by a
recognized certificate authority.  If the remote host is a public host
in production, this nullifies the use of SSL as anyone could establish
a man-in-the-middle attack against the remote host. 

Note that this plugin does not check for certificate chains that end
in a certificate that is not self-signed, but is signed by an
unrecognized certificate authority.",Purchase or generate a proper SSL certificate for this service.,,"
The following certificate was found at the top of the certificate
chain sent by the remote host, but is self-signed and was not
found in the list of known certificate authorities :

|-Subject : CN=CSI-JS.chsi.local
",https://zh-tw.tenable.com/plugins/nessus/57582,"此服務的 X.509 憑證鏈結並非由已識別的憑證授權單位簽署。如果遠端主機是生產環境中的公用主機，這會造成 SSL 的使用無效，因為任何人都可以對遠端主機發動攔截式攻擊。

請注意，此外掛程式不會檢查以未自我簽署、而是由未識別的憑證授權單位簽署的憑證結束的憑證鏈結。",購買或產生適合此伺服器的 SSL 憑證。
104743,,6.1,Medium,192.168.1.43,tcp,3389.0,TLS Version 1.0 Protocol Detection,The remote service encrypts traffic using an older version of TLS.,"The remote service accepts connections encrypted using TLS 1.0. TLS 1.0 has a
number of cryptographic design flaws. Modern implementations of TLS 1.0
mitigate these problems, but newer versions of TLS like 1.2 and 1.3 are
designed against these flaws and should be used whenever possible.

As of March 31, 2020, Endpoints that arent enabled for TLS 1.2
and higher will no longer function properly with major web browsers and major vendors.

PCI DSS v3.2 requires that TLS 1.0 be disabled entirely by June 30,
2018, except for POS POI terminals (and the SSL/TLS termination
points to which they connect) that can be verified as not being
susceptible to any known exploits.","Enable support for TLS 1.2 and 1.3, and disable support for TLS 1.0.",https://tools.ietf.org/html/draft-ietf-tls-oldversions-deprecate-00,TLSv1 is enabled and the server supports at least one cipher.,https://zh-tw.tenable.com/plugins/nessus/104743,"遠端服務接受使用 TLS 1.0 加密的連線。TLS 1.0 有幾個加密設計缺陷。現今的 TLS 1.0 實作方式緩解了這些問題，不過，應儘可能使用如 1.2 和 1.3 這種特別針對這些缺陷而設計的較新 TLS 版本。

自 2020 年 3 月 31 日起，未啟用 TLS 1.2 和更新版本的端點將無法再透過主要網頁瀏覽器和主要廠商正常運作。

PCI DSS v3.2 要求必須在 2018 年 6 月 30 日之前完全停用 TLS 1.0，但經確認不受任何已知惡意利用危害的 POS POI 終端機 (及其所連線的 SSL/TLS 終端點) 除外。",啟用 TLS 1.2 與 1.3 支援，並停用 TLS 1.0 支援。
157288,,6.1,Medium,192.168.1.43,tcp,3389.0,TLS Version 1.1 Deprecated Protocol,The remote service encrypts traffic using an older version of TLS.,"The remote service accepts connections encrypted using TLS 1.1. TLS 1.1 lacks support for current and recommended
cipher suites. Ciphers that support encryption before MAC computation, and authenticated encryption modes such as GCM
cannot be used with TLS 1.1

As of March 31, 2020, Endpoints that are not enabled for TLS 1.2 and higher will no longer function properly with major
web browsers and major vendors.","Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.","https://datatracker.ietf.org/doc/html/rfc8996
http://www.nessus.org/u?c8ae820d",TLSv1.1 is enabled and the server supports at least one cipher.,https://zh-tw.tenable.com/plugins/nessus/157288,"遠端服務接受使用 TLS 1.1 加密的連線。TLS 1.1 缺少對目前和建議的加密套件的支援。支援在 MAC 計算之前加密的加密法以及經驗證的加密模式 (如 GCM) 無法搭配 TLS 1.1 使用

自 2020 年 3 月 31 日起，未啟用 TLS 1.2 和更新版本的端點將無法再透過主要網頁瀏覽器和主要廠商正常運作。",啟用 TLS 1.2 與/或 1.3 支援，並停用 TLS 1.1 支援。
10114,CVE-1999-0524,2.1,Low,192.168.1.59,icmp,0.0,ICMP Timestamp Request Remote Date Disclosure,It is possible to determine the exact time set on the remote host.,"The remote host answers to an ICMP timestamp request.  This allows an
attacker to know the date that is set on the targeted machine, which
may assist an unauthenticated, remote attacker in defeating time-based
authentication protocols.

Timestamps returned from machines running Windows Vista / 7 / 2008 /
2008 R2 are deliberately incorrect, but usually within 1000 seconds of
the actual system time.","Filter out the ICMP timestamp requests (13), and the outgoing ICMP
timestamp replies (14).",,"The difference between the local and remote clocks is 1 second.
",https://zh-tw.tenable.com/plugins/nessus/10114,"The remote host answers to an ICMP timestamp request.  This allows an attacker to know the date that is set on the targeted machine, which may assist an unauthenticated, remote attacker in defeating time-based authentication protocols.

Timestamps returned from machines running Windows Vista / 7 / 2008 / 2008 R2 are deliberately incorrect, but usually within 1000 seconds of the actual system time.","Filter out the ICMP timestamp requests (13), and the outgoing ICMP timestamp replies (14)."
51192,,6.4,Medium,192.168.1.59,tcp,8080.0,SSL Certificate Cannot Be Trusted,The SSL certificate for this service cannot be trusted.,"The server's X.509 certificate cannot be trusted. This situation can
occur in three different ways, in which the chain of trust can be
broken, as stated below :

  - First, the top of the certificate chain sent by the
    server might not be descended from a known public
    certificate authority. This can occur either when the
    top of the chain is an unrecognized, self-signed
    certificate, or when intermediate certificates are
    missing that would connect the top of the certificate
    chain to a known public certificate authority.

  - Second, the certificate chain may contain a certificate
    that is not valid at the time of the scan. This can
    occur either when the scan occurs before one of the
    certificate's 'notBefore' dates, or after one of the
    certificate's 'notAfter' dates.

  - Third, the certificate chain may contain a signature
    that either didn't match the certificate's information
    or could not be verified. Bad signatures can be fixed by
    getting the certificate with the bad signature to be
    re-signed by its issuer. Signatures that could not be
    verified are the result of the certificate's issuer
    using a signing algorithm that Nessus either does not
    support or does not recognize.

If the remote host is a public host in production, any break in the
chain makes it more difficult for users to verify the authenticity and 
identity of the web server. This could make it easier to carry out 
man-in-the-middle attacks against the remote host.",Purchase or generate a proper SSL certificate for this service.,"https://www.itu.int/rec/T-REC-X.509/en
https://en.wikipedia.org/wiki/X.509","
The following certificate was at the top of the certificate
chain sent by the remote host, but it is signed by an unknown
certificate authority :

|-Subject : CN=TRAEFIK DEFAULT CERT
|-Issuer  : CN=TRAEFIK DEFAULT CERT
",https://zh-tw.tenable.com/plugins/nessus/51192,"無法信任伺服器的 X.509 憑證。此情況可能以三種不同的方式發生，可導致信任鏈損毀，如下所述：

- 首先，可能無法從已知公開憑證授權單位承襲伺服器傳送的憑證鏈結頂端。鏈結的頂端是未經過識別的自我簽署憑證，或缺少將憑證鏈結的頂端連結到已知公開憑證授權單位的中介憑證時，會發生此狀況。

- 第二，憑證鏈結可能包含掃描時無效的憑證。在憑證的其中一個「notBefore」日期之前或憑證的其中一個「notAfter」日期之後進行掃描時，會發生此狀況。

- 第三，憑證鏈結可能包含不符合憑證資訊或無法驗證的簽章。取得錯誤簽章由其發行單位重新簽署的憑證，即可修正錯誤的憑證。由於憑證的發行單位使用 Nessus 不支援或未識別的簽署演算法而無法驗證的簽章。

如果遠端主機是生產環境中的公開主機，鏈結中出現的任何中斷都會導致使用者更難驗證 web 伺服器的真實性和身分。這將造成更容易對遠端主機發動攔截式攻擊。",購買或產生適合此伺服器的 SSL 憑證。
51192,,6.4,Medium,192.168.1.59,tcp,8090.0,SSL Certificate Cannot Be Trusted,The SSL certificate for this service cannot be trusted.,"The server's X.509 certificate cannot be trusted. This situation can
occur in three different ways, in which the chain of trust can be
broken, as stated below :

  - First, the top of the certificate chain sent by the
    server might not be descended from a known public
    certificate authority. This can occur either when the
    top of the chain is an unrecognized, self-signed
    certificate, or when intermediate certificates are
    missing that would connect the top of the certificate
    chain to a known public certificate authority.

  - Second, the certificate chain may contain a certificate
    that is not valid at the time of the scan. This can
    occur either when the scan occurs before one of the
    certificate's 'notBefore' dates, or after one of the
    certificate's 'notAfter' dates.

  - Third, the certificate chain may contain a signature
    that either didn't match the certificate's information
    or could not be verified. Bad signatures can be fixed by
    getting the certificate with the bad signature to be
    re-signed by its issuer. Signatures that could not be
    verified are the result of the certificate's issuer
    using a signing algorithm that Nessus either does not
    support or does not recognize.

If the remote host is a public host in production, any break in the
chain makes it more difficult for users to verify the authenticity and 
identity of the web server. This could make it easier to carry out 
man-in-the-middle attacks against the remote host.",Purchase or generate a proper SSL certificate for this service.,"https://www.itu.int/rec/T-REC-X.509/en
https://en.wikipedia.org/wiki/X.509","
The following certificate was at the top of the certificate
chain sent by the remote host, but it is signed by an unknown
certificate authority :

|-Subject : CN=TRAEFIK DEFAULT CERT
|-Issuer  : CN=TRAEFIK DEFAULT CERT
",https://zh-tw.tenable.com/plugins/nessus/51192,"無法信任伺服器的 X.509 憑證。此情況可能以三種不同的方式發生，可導致信任鏈損毀，如下所述：

- 首先，可能無法從已知公開憑證授權單位承襲伺服器傳送的憑證鏈結頂端。鏈結的頂端是未經過識別的自我簽署憑證，或缺少將憑證鏈結的頂端連結到已知公開憑證授權單位的中介憑證時，會發生此狀況。

- 第二，憑證鏈結可能包含掃描時無效的憑證。在憑證的其中一個「notBefore」日期之前或憑證的其中一個「notAfter」日期之後進行掃描時，會發生此狀況。

- 第三，憑證鏈結可能包含不符合憑證資訊或無法驗證的簽章。取得錯誤簽章由其發行單位重新簽署的憑證，即可修正錯誤的憑證。由於憑證的發行單位使用 Nessus 不支援或未識別的簽署演算法而無法驗證的簽章。

如果遠端主機是生產環境中的公開主機，鏈結中出現的任何中斷都會導致使用者更難驗證 web 伺服器的真實性和身分。這將造成更容易對遠端主機發動攔截式攻擊。",購買或產生適合此伺服器的 SSL 憑證。
57582,,6.4,Medium,192.168.1.59,tcp,8080.0,SSL Self-Signed Certificate,"The SSL certificate chain for this service ends in an unrecognized
self-signed certificate.","The X.509 certificate chain for this service is not signed by a
recognized certificate authority.  If the remote host is a public host
in production, this nullifies the use of SSL as anyone could establish
a man-in-the-middle attack against the remote host. 

Note that this plugin does not check for certificate chains that end
in a certificate that is not self-signed, but is signed by an
unrecognized certificate authority.",Purchase or generate a proper SSL certificate for this service.,,"
The following certificate was found at the top of the certificate
chain sent by the remote host, but is self-signed and was not
found in the list of known certificate authorities :

|-Subject : CN=TRAEFIK DEFAULT CERT
",https://zh-tw.tenable.com/plugins/nessus/57582,"此服務的 X.509 憑證鏈結並非由已識別的憑證授權單位簽署。如果遠端主機是生產環境中的公用主機，這會造成 SSL 的使用無效，因為任何人都可以對遠端主機發動攔截式攻擊。

請注意，此外掛程式不會檢查以未自我簽署、而是由未識別的憑證授權單位簽署的憑證結束的憑證鏈結。",購買或產生適合此伺服器的 SSL 憑證。
57582,,6.4,Medium,192.168.1.59,tcp,8090.0,SSL Self-Signed Certificate,"The SSL certificate chain for this service ends in an unrecognized
self-signed certificate.","The X.509 certificate chain for this service is not signed by a
recognized certificate authority.  If the remote host is a public host
in production, this nullifies the use of SSL as anyone could establish
a man-in-the-middle attack against the remote host. 

Note that this plugin does not check for certificate chains that end
in a certificate that is not self-signed, but is signed by an
unrecognized certificate authority.",Purchase or generate a proper SSL certificate for this service.,,"
The following certificate was found at the top of the certificate
chain sent by the remote host, but is self-signed and was not
found in the list of known certificate authorities :

|-Subject : CN=TRAEFIK DEFAULT CERT
",https://zh-tw.tenable.com/plugins/nessus/57582,"此服務的 X.509 憑證鏈結並非由已識別的憑證授權單位簽署。如果遠端主機是生產環境中的公用主機，這會造成 SSL 的使用無效，因為任何人都可以對遠端主機發動攔截式攻擊。

請注意，此外掛程式不會檢查以未自我簽署、而是由未識別的憑證授權單位簽署的憑證結束的憑證鏈結。",購買或產生適合此伺服器的 SSL 憑證。
100634,,7.5,Critical,192.168.1.59,tcp,6379.0,Redis Server Unprotected by Password Authentication,A Redis server is not protected by password authentication.,"The Redis server running on the remote host is not protected by
password authentication. A remote attacker can exploit this to gain
unauthorized access to the server.","Enable the 'requirepass' directive in the redis.conf configuration
file.",https://redis.io/commands/auth,"
An unauthenticated INFO request to the Redis Server returned the following:


# Server
redis_version:6.0.20
redis_git_sha1:00000000
redis_git_dirty:0
redis_build_id:dbdcb1f5eaf1bc2
redis_mode:standalone
os:Linux 6.1.0-1027-oem x86_64
arch_bits:64
multiplexing_api:epoll
atomicvar_api:atomic-builtin
gcc_version:12.2.0
process_id:1
run_id:6d33ab047720156fd11e76a4d81e1cde5a0909a4
tcp_port:6379
uptime_in_seconds:699218
uptime_in_days:8
hz:10
configured_hz:10
lru_clock:4627466
executable:/data/redis-server
config_file:
io_threads_active:0

# Clients
connected_clients:2
client_recent_max_input_buffer:8
client_recent_max_output_buffer:0
blocked_clients:0
tracking_clients:0
clients_in_timeout_table:0

# Memory
used_memory:887912
used_memory_human:867.10K
used_memory_rss:9031680
used_memory_rss_human:8.61M
used_memory_peak:887912
used_memory_peak_human:867.10K
used_memory_peak_perc:100.00%
used_memory_overhead:823672
used_memory_startup:803168
used_memory_dataset:64240
used_memory_dataset_perc:75.80%
allocator_allocated:878224
allocator_active:1122304
allocator_resident:5730304
total_system_memory:134738898944
total_system_memory_human:125.49G
used_memory_lua:36864
used_memory_lua_human:36.00K
used_memory_scripts:0
used_memory_scripts_human:0B
number_of_cached_scripts:0
maxmemory:0
maxmemory_human:0B
maxmemory_policy:noeviction
allocator_frag_ratio:1.28
allocator_frag_bytes:244080
allocator_rss_ratio:5.11
allocator_rss_bytes:4608000
rss_overhead_ratio:1.58
rss_overhead_bytes:3301376
mem_fragmentation_ratio:10.96
mem_fragmentation_bytes:8207288
mem_not_counted_for_evict:0
mem_replication_backlog:0
mem_clients_slaves:0
mem_clients_normal:20504
mem_aof_buffer:0
mem_allocator:jemalloc-5.1.0
active_defrag_running:0
lazyfree_pending_objects:0

# Persistence
loading:0
rdb_changes_since_last_save:0
rdb_bgsave_in_progress:0
rdb_last_save_time:1731981496
rdb_last_bgsave_status:ok
rdb_last_bgsave_time_sec:-1
rdb_current_bgsave_time_sec:-1
rdb_last_cow_size:0
aof_enabled:0
aof_rewrite_in_progress:0
aof_rewrite_scheduled:0
aof_last_rewrite_time_sec:-1
aof_current_rewrite_time_sec:-1
aof_last_bgrewrite_status:ok
aof_last_write_status:ok
aof_last_cow_size:0
module_fork_in_progress:0
module_fork_last_cow_size:0

# Stats
total_connections_received:647189
total_commands_processed:647190
instantaneous_ops_per_sec:0
total_net_input_bytes:9060787
total_net_output_bytes:4537867
instantaneous_input_kbps:0.01
instantaneous_output_kbps:0.00
rejected_connections:0
sync_full:0
sync_partial_ok:0
sync_partial_err:0
expired_keys:0
expired_stale_perc:0.00
expired_time_cap_reached_count:0
expire_cycle_cpu_milliseconds:13629
evicted_keys:0
keyspace_hits:0
keyspace_misses:0
pubsub_channels:1
pubsub_patterns:0
latest_fork_usec:0
migrate_cached_sockets:0
slave_expires_tracked_keys:0
active_defrag_hits:0
active_defrag_misses:0
active_defrag_key_hits:0
active_defrag_key_misses:0
tracking_total_keys:0
tracking_total_items:0
tracking_total_prefixes:0
unexpected_error_replies:0
total_reads_processed:1294378
total_writes_processed:647190
io_threaded_reads_processed:0
io_threaded_writes_processed:0

# Replication
role:master
connected_slaves:0
master_replid:b653b090cecc2687ca9570aace051192355deb59
master_replid2:0000000000000000000000000000000000000000
master_repl_offset:0
second_repl_offset:-1
repl_backlog_active:0
repl_backlog_size:1048576
repl_backlog_first_byte_offset:0
repl_backlog_histlen:0

# CPU
used_cpu_sys:782.618086
used_cpu_user:645.370284
used_cpu_sys_children:0.000728
used_cpu_user_children:0.000866

# Modules

# Cluster
cluster_enabled:0

# Keyspace
",https://zh-tw.tenable.com/plugins/nessus/100634,遠端主機上執行的 Redis 伺服器不受密碼驗證保護。遠端攻擊者可加以惡意利用，以取得未經授權的伺服器存取權限。,在 redis.conf 設定檔中啟用「requirepass」指示詞。
197879,CVE-2024-3372,5.0,High,192.168.1.59,tcp,27017.0,MongoDB 5.0.x < 5.0.25 / 6.0.x < 6.0.14 / 7.0.x < 7.0.6 Improper Input Validation (SERVER-85263),The remote host is missing a security update.,"The version of MongoDB installed on the remote host is prior to 5.0.25, 6.0.14, or 7.0.6. It is, therefore, affected by
a vulnerability as referenced in the SERVER-85263 advisory.

  - Improper validation of certain metadata input may result in the server not correctly serialising BSON.
    This can be performed pre-authentication and may cause unexpected application behavior including
    unavailability of serverStatus responses. This issue affects MongoDB Server v7.0 versions prior to 7.0.6,
    MongoDB Server v6.0 versions prior to 6.0.14 and MongoDB Server v.5.0 versions prior to 5.0.25.
    (CVE-2024-3372)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.",Upgrade to MongoDB version 5.0.25 / 6.0.14 / 7.0.6 or later.,https://jira.mongodb.org/browse/SERVER-85263,"
  URL               : http://192.168.1.59:27017/
  Installed version : 7.0.2
  Fixed version     : 7.0.6
",https://zh-tw.tenable.com/plugins/nessus/197879,"The version of MongoDB installed on the remote host is prior to 5.0.25, 6.0.14, or 7.0.6. It is, therefore, affected by a vulnerability as referenced in the SERVER-85263 advisory.

- Improper validation of certain metadata input may result in the server not correctly serialising BSON.

This can be performed pre-authentication and may cause unexpected application behavior including     unavailability of serverStatus responses. This issue affects MongoDB Server v7.0 versions prior to 7.0.6,     MongoDB Server v6.0 versions prior to 6.0.14 and MongoDB Server v.5.0 versions prior to 5.0.25.

(CVE-2024-3372)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.",Upgrade to MongoDB version 5.0.25 / 6.0.14 / 7.0.6 or later.
209641,CVE-2024-8305,6.8,Medium,192.168.1.59,tcp,27017.0,MongoDB  6.0.x < 6.0.17 / 7.0.x < 7.0.13 / 7.3.x < 7.3.4 incorrect enforcement of index constraints (SERVER-92382),The remote host is missing a security update.,"The version of MongoDB installed on the remote host is prior to 6.0.17, 7.0.13 and 7.3.13. It is, therefore, affected by
 a vulnerability as referenced in the SERVER-92382 advisory.

  - PrepareUnique index may cause secondaries to crash due to incorrect enforcement of index constraints on 
    secondaries, where in extreme cases may cause multiple secondaries crashing leading to no primaries. This issue 
    affects MongoDB Server v6.0 versions prior to 6.0.17, MongoDB Server v7.0 versions prior to 7.0.13 and MongoDB 
    Server v7.3 versions prior to 7.3.4 (CVE-2024-8305)

  Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
  number.",Upgrade to MongoDB version 6.0.17 / 7.0.13 / 7.3.13 or later.,https://jira.mongodb.org/browse/SERVER-92382,"
  URL               : http://192.168.1.59:27017/
  Installed version : 7.0.2
  Fixed version     : 7.0.13
",https://zh-tw.tenable.com/plugins/nessus/209641,"遠端主機上安裝的 MongoDB 版本低於 6.0.17、7.0.13 和 7.3.13。因此會受到 SERVER-92382 公告中提及的一個弱點影響。

- PrepareUnique 索引可能會因在次要項目上不正確地強制執行索引限製而造成次要項目損毀，在極端情況下，可能會造成多個次要項目損毀而導致無主要項目。此問題會影響 MongoDB Server v6.0 的 6.0.17之前版本、MongoDB Server v7.0 的 7.0.13 之前版本以及 MongoDB Server v7.3 的 7.3.4 之前版本 (CVE-2024-8305)

請注意，Nessus 並未測試此問題，而是僅依據應用程式自我報告的版本號碼作出判斷。",升級至 MongoDB 6.0.17 / 7.0.13 / 7.3.13 版或更新版本。
10114,CVE-1999-0524,2.1,Low,192.168.1.244,icmp,0.0,ICMP Timestamp Request Remote Date Disclosure,It is possible to determine the exact time set on the remote host.,"The remote host answers to an ICMP timestamp request.  This allows an
attacker to know the date that is set on the targeted machine, which
may assist an unauthenticated, remote attacker in defeating time-based
authentication protocols.

Timestamps returned from machines running Windows Vista / 7 / 2008 /
2008 R2 are deliberately incorrect, but usually within 1000 seconds of
the actual system time.","Filter out the ICMP timestamp requests (13), and the outgoing ICMP
timestamp replies (14).",,"The difference between the local and remote clocks is -18 seconds.
",https://zh-tw.tenable.com/plugins/nessus/10114,"The remote host answers to an ICMP timestamp request.  This allows an attacker to know the date that is set on the targeted machine, which may assist an unauthenticated, remote attacker in defeating time-based authentication protocols.

Timestamps returned from machines running Windows Vista / 7 / 2008 / 2008 R2 are deliberately incorrect, but usually within 1000 seconds of the actual system time.","Filter out the ICMP timestamp requests (13), and the outgoing ICMP timestamp replies (14)."
