Plugin ID,CVE_x,CVSS,Risk,Host,Port,CVSS.1,弱點名稱,問題描述,建議解決方式,CVE_y,CVSS v2.0 Base Score,Protocol,Name,Synopsis,Description,Solution,See Also,Plugin Output
41028,CVE-1999-0517,7.5,High,192.168.39.250,161,7.5,SNMP Agent Default Community Name (public),裝置上的SNMP伺服器的預設群組名稱可被猜測，值為：public，請參考：CVE-1999-0517。 相關資訊：192.168.39.250:161。,除非有特別需要，建議可關閉此服務，否則對UDP port進入的資料進行過濾或變更預設的SNMP community string。,CVE-1999-0517,7.5,udp,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"It is possible to obtain the default community name of the remote
SNMP server.

An attacker may use this information to gain more knowledge about the
remote host, or to change the configuration of the remote system (if
the default community allows such modifications).","Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",,"
The remote SNMP server replies to the following default community
string :

public"
41028,CVE-1999-0517,7.5,High,192.168.40.249,161,7.5,SNMP Agent Default Community Name (public),裝置上的SNMP伺服器的預設群組名稱可被猜測，值為：public，請參考：CVE-1999-0517。 相關資訊：192.168.40.249:161。,除非有特別需要，建議可關閉此服務，否則對UDP port進入的資料進行過濾或變更預設的SNMP community string。,CVE-1999-0517,7.5,udp,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"It is possible to obtain the default community name of the remote
SNMP server.

An attacker may use this information to gain more knowledge about the
remote host, or to change the configuration of the remote system (if
the default community allows such modifications).","Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",,"
The remote SNMP server replies to the following default community
string :

public"
42873,CVE-2016-2183,6.7,High,192.168.40.249,443,6.7,SSL Medium Strength Cipher Suites Supported,SSL支援使用中等強度的加密器(Medium Ciphers)進行加密連線，請參考：CVE-2016-2183。 相關資訊：192.168.40.249:443。,建議更改受影響的應用程式設定值，讓連線僅允許支援加密強度較高的加密器(> 112-bit key)。,CVE-2016-2183,5,tcp,SSL Medium Strength Cipher Suites Supported (SWEET32),The remote service supports the use of medium strength SSL ciphers.,"The remote host supports the use of SSL ciphers that offer medium
strength encryption. Nessus regards medium strength as any encryption
that uses key lengths at least 64 bits and less than 112 bits, or 
else that uses the 3DES encryption suite.

Note that it is considerably easier to circumvent medium strength
encryption if the attacker is on the same physical network.","Reconfigure the affected application if possible to avoid use of
medium strength ciphers.","https://www.openssl.org/blog/blog/2016/08/24/sweet32/
https://sweet32.info","
  Medium Strength Ciphers (> 64-bit and < 112-bit key, or 3DES)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    DES-CBC3-SHA                  0x00, 0x0A       RSA           RSA      3DES-CBC(168)          SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
"
41028,CVE-1999-0517,7.5,High,192.168.41.224,161,7.5,SNMP Agent Default Community Name (public),裝置上的SNMP伺服器的預設群組名稱可被猜測，值為：public，請參考：CVE-1999-0517。 相關資訊：192.168.41.224:161。,除非有特別需要，建議可關閉此服務，否則對UDP port進入的資料進行過濾或變更預設的SNMP community string。,CVE-1999-0517,7.5,udp,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"It is possible to obtain the default community name of the remote
SNMP server.

An attacker may use this information to gain more knowledge about the
remote host, or to change the configuration of the remote system (if
the default community allows such modifications).","Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",,"
The remote SNMP server replies to the following default community
string :

public"
41028,CVE-1999-0517,7.5,High,192.168.42.201,161,7.5,SNMP Agent Default Community Name (public),裝置上的SNMP伺服器的預設群組名稱可被猜測，值為：public，請參考：CVE-1999-0517。 相關資訊：192.168.42.201:161。,除非有特別需要，建議可關閉此服務，否則對UDP port進入的資料進行過濾或變更預設的SNMP community string。,CVE-1999-0517,7.5,udp,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"It is possible to obtain the default community name of the remote
SNMP server.

An attacker may use this information to gain more knowledge about the
remote host, or to change the configuration of the remote system (if
the default community allows such modifications).","Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",,"
The remote SNMP server replies to the following default community
string :

public"
41028,CVE-1999-0517,7.5,High,192.168.43.50,161,7.5,SNMP Agent Default Community Name (public),裝置上的SNMP伺服器的預設群組名稱可被猜測，值為：public，請參考：CVE-1999-0517。 相關資訊：192.168.43.50:161。,除非有特別需要，建議可關閉此服務，否則對UDP port進入的資料進行過濾或變更預設的SNMP community string。,CVE-1999-0517,7.5,udp,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"It is possible to obtain the default community name of the remote
SNMP server.

An attacker may use this information to gain more knowledge about the
remote host, or to change the configuration of the remote system (if
the default community allows such modifications).","Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",,"
The remote SNMP server replies to the following default community
string :

public"
42873,CVE-2016-2183,6.7,High,192.168.44.101,443,6.7,SSL Medium Strength Cipher Suites Supported,SSL支援使用中等強度的加密器(Medium Ciphers)進行加密連線，請參考：CVE-2016-2183。 相關資訊：192.168.44.101:443。,建議更改受影響的應用程式設定值，讓連線僅允許支援加密強度較高的加密器(> 112-bit key)。,CVE-2016-2183,5,tcp,SSL Medium Strength Cipher Suites Supported (SWEET32),The remote service supports the use of medium strength SSL ciphers.,"The remote host supports the use of SSL ciphers that offer medium
strength encryption. Nessus regards medium strength as any encryption
that uses key lengths at least 64 bits and less than 112 bits, or 
else that uses the 3DES encryption suite.

Note that it is considerably easier to circumvent medium strength
encryption if the attacker is on the same physical network.","Reconfigure the affected application if possible to avoid use of
medium strength ciphers.","https://www.openssl.org/blog/blog/2016/08/24/sweet32/
https://sweet32.info","
  Medium Strength Ciphers (> 64-bit and < 112-bit key, or 3DES)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    EDH-RSA-DES-CBC3-SHA          0x00, 0x16       DH            RSA      3DES-CBC(168)          SHA1
    ECDHE-RSA-DES-CBC3-SHA        0xC0, 0x12       ECDH          RSA      3DES-CBC(168)          SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
"
42873,CVE-2016-2183,6.7,High,192.168.44.101,9091,6.7,SSL Medium Strength Cipher Suites Supported,SSL支援使用中等強度的加密器(Medium Ciphers)進行加密連線，請參考：CVE-2016-2183。 相關資訊：192.168.44.101:9091。,建議更改受影響的應用程式設定值，讓連線僅允許支援加密強度較高的加密器(> 112-bit key)。,CVE-2016-2183,5,tcp,SSL Medium Strength Cipher Suites Supported (SWEET32),The remote service supports the use of medium strength SSL ciphers.,"The remote host supports the use of SSL ciphers that offer medium
strength encryption. Nessus regards medium strength as any encryption
that uses key lengths at least 64 bits and less than 112 bits, or 
else that uses the 3DES encryption suite.

Note that it is considerably easier to circumvent medium strength
encryption if the attacker is on the same physical network.","Reconfigure the affected application if possible to avoid use of
medium strength ciphers.","https://www.openssl.org/blog/blog/2016/08/24/sweet32/
https://sweet32.info","
  Medium Strength Ciphers (> 64-bit and < 112-bit key, or 3DES)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    EDH-RSA-DES-CBC3-SHA          0x00, 0x16       DH            RSA      3DES-CBC(168)          SHA1
    ECDHE-RSA-DES-CBC3-SHA        0xC0, 0x12       ECDH          RSA      3DES-CBC(168)          SHA1
    DES-CBC3-SHA                  0x00, 0x0A       RSA           RSA      3DES-CBC(168)          SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
"
41028,CVE-1999-0517,7.5,High,192.168.46.248,161,7.5,SNMP Agent Default Community Name (public),裝置上的SNMP伺服器的預設群組名稱可被猜測，值為：public，請參考：CVE-1999-0517。 相關資訊：192.168.46.248:161。,除非有特別需要，建議可關閉此服務，否則對UDP port進入的資料進行過濾或變更預設的SNMP community string。,CVE-1999-0517,7.5,udp,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"It is possible to obtain the default community name of the remote
SNMP server.

An attacker may use this information to gain more knowledge about the
remote host, or to change the configuration of the remote system (if
the default community allows such modifications).","Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",,"
The remote SNMP server replies to the following default community
string :

public"
41028,CVE-1999-0517,7.5,High,192.168.54.200,161,7.5,SNMP Agent Default Community Name (public),裝置上的SNMP伺服器的預設群組名稱可被猜測，值為：public，請參考：CVE-1999-0517。 相關資訊：192.168.54.200:161。,除非有特別需要，建議可關閉此服務，否則對UDP port進入的資料進行過濾或變更預設的SNMP community string。,CVE-1999-0517,7.5,udp,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"It is possible to obtain the default community name of the remote
SNMP server.

An attacker may use this information to gain more knowledge about the
remote host, or to change the configuration of the remote system (if
the default community allows such modifications).","Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",,"
The remote SNMP server replies to the following default community
string :

public"
41028,CVE-1999-0517,7.5,High,192.168.54.233,161,7.5,SNMP Agent Default Community Name (public),裝置上的SNMP伺服器的預設群組名稱可被猜測，值為：public，請參考：CVE-1999-0517。 相關資訊：192.168.54.233:161。,除非有特別需要，建議可關閉此服務，否則對UDP port進入的資料進行過濾或變更預設的SNMP community string。,CVE-1999-0517,7.5,udp,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"It is possible to obtain the default community name of the remote
SNMP server.

An attacker may use this information to gain more knowledge about the
remote host, or to change the configuration of the remote system (if
the default community allows such modifications).","Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",,"
The remote SNMP server replies to the following default community
string :

public"
41028,CVE-1999-0517,7.5,High,192.168.54.250,161,7.5,SNMP Agent Default Community Name (public),裝置上的SNMP伺服器的預設群組名稱可被猜測，值為：public，請參考：CVE-1999-0517。 相關資訊：192.168.54.250:161。,除非有特別需要，建議可關閉此服務，否則對UDP port進入的資料進行過濾或變更預設的SNMP community string。,CVE-1999-0517,7.5,udp,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"It is possible to obtain the default community name of the remote
SNMP server.

An attacker may use this information to gain more knowledge about the
remote host, or to change the configuration of the remote system (if
the default community allows such modifications).","Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",,"
The remote SNMP server replies to the following default community
string :

public"
41028,CVE-1999-0517,7.5,High,192.168.60.100,161,7.5,SNMP Agent Default Community Name (public),裝置上的SNMP伺服器的預設群組名稱可被猜測，值為：public，請參考：CVE-1999-0517。 相關資訊：192.168.60.100:161。,除非有特別需要，建議可關閉此服務，否則對UDP port進入的資料進行過濾或變更預設的SNMP community string。,CVE-1999-0517,7.5,udp,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"It is possible to obtain the default community name of the remote
SNMP server.

An attacker may use this information to gain more knowledge about the
remote host, or to change the configuration of the remote system (if
the default community allows such modifications).","Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",,"
The remote SNMP server replies to the following default community
string :

public"
41028,CVE-1999-0517,7.5,High,192.168.60.245,161,7.5,SNMP Agent Default Community Name (public),裝置上的SNMP伺服器的預設群組名稱可被猜測，值為：public，請參考：CVE-1999-0517。 相關資訊：192.168.60.245:161。,除非有特別需要，建議可關閉此服務，否則對UDP port進入的資料進行過濾或變更預設的SNMP community string。,CVE-1999-0517,7.5,udp,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"It is possible to obtain the default community name of the remote
SNMP server.

An attacker may use this information to gain more knowledge about the
remote host, or to change the configuration of the remote system (if
the default community allows such modifications).","Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",,"
The remote SNMP server replies to the following default community
string :

public"
41028,CVE-1999-0517,7.5,High,192.168.60.246,161,7.5,SNMP Agent Default Community Name (public),裝置上的SNMP伺服器的預設群組名稱可被猜測，值為：public，請參考：CVE-1999-0517。 相關資訊：192.168.60.246:161。,除非有特別需要，建議可關閉此服務，否則對UDP port進入的資料進行過濾或變更預設的SNMP community string。,CVE-1999-0517,7.5,udp,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"It is possible to obtain the default community name of the remote
SNMP server.

An attacker may use this information to gain more knowledge about the
remote host, or to change the configuration of the remote system (if
the default community allows such modifications).","Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",,"
The remote SNMP server replies to the following default community
string :

public"
41028,CVE-1999-0517,7.5,High,192.168.61.201,161,7.5,SNMP Agent Default Community Name (public),裝置上的SNMP伺服器的預設群組名稱可被猜測，值為：public，請參考：CVE-1999-0517。 相關資訊：192.168.61.201:161。,除非有特別需要，建議可關閉此服務，否則對UDP port進入的資料進行過濾或變更預設的SNMP community string。,CVE-1999-0517,7.5,udp,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"It is possible to obtain the default community name of the remote
SNMP server.

An attacker may use this information to gain more knowledge about the
remote host, or to change the configuration of the remote system (if
the default community allows such modifications).","Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",,"
The remote SNMP server replies to the following default community
string :

public"
42873,CVE-2016-2183,6.7,High,192.168.61.201,443,6.7,SSL Medium Strength Cipher Suites Supported,SSL支援使用中等強度的加密器(Medium Ciphers)進行加密連線，請參考：CVE-2016-2183。 相關資訊：192.168.61.201:443。,建議更改受影響的應用程式設定值，讓連線僅允許支援加密強度較高的加密器(> 112-bit key)。,CVE-2016-2183,5,tcp,SSL Medium Strength Cipher Suites Supported (SWEET32),The remote service supports the use of medium strength SSL ciphers.,"The remote host supports the use of SSL ciphers that offer medium
strength encryption. Nessus regards medium strength as any encryption
that uses key lengths at least 64 bits and less than 112 bits, or 
else that uses the 3DES encryption suite.

Note that it is considerably easier to circumvent medium strength
encryption if the attacker is on the same physical network.","Reconfigure the affected application if possible to avoid use of
medium strength ciphers.","https://www.openssl.org/blog/blog/2016/08/24/sweet32/
https://sweet32.info","
  Medium Strength Ciphers (> 64-bit and < 112-bit key, or 3DES)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    EDH-RSA-DES-CBC3-SHA          0x00, 0x16       DH            RSA      3DES-CBC(168)          SHA1
    DES-CBC3-SHA                  0x00, 0x0A       RSA           RSA      3DES-CBC(168)          SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
"
41028,CVE-1999-0517,7.5,High,192.168.62.100,161,7.5,SNMP Agent Default Community Name (public),裝置上的SNMP伺服器的預設群組名稱可被猜測，值為：public，請參考：CVE-1999-0517。 相關資訊：192.168.62.100:161。,除非有特別需要，建議可關閉此服務，否則對UDP port進入的資料進行過濾或變更預設的SNMP community string。,CVE-1999-0517,7.5,udp,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"It is possible to obtain the default community name of the remote
SNMP server.

An attacker may use this information to gain more knowledge about the
remote host, or to change the configuration of the remote system (if
the default community allows such modifications).","Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",,"
The remote SNMP server replies to the following default community
string :

public"
41028,CVE-1999-0517,7.5,High,192.168.64.202,161,7.5,SNMP Agent Default Community Name (public),裝置上的SNMP伺服器的預設群組名稱可被猜測，值為：public，請參考：CVE-1999-0517。 相關資訊：192.168.64.202:161。,除非有特別需要，建議可關閉此服務，否則對UDP port進入的資料進行過濾或變更預設的SNMP community string。,CVE-1999-0517,7.5,udp,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"It is possible to obtain the default community name of the remote
SNMP server.

An attacker may use this information to gain more knowledge about the
remote host, or to change the configuration of the remote system (if
the default community allows such modifications).","Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",,"
The remote SNMP server replies to the following default community
string :

public"
41028,CVE-1999-0517,7.5,High,192.168.64.203,161,7.5,SNMP Agent Default Community Name (public),裝置上的SNMP伺服器的預設群組名稱可被猜測，值為：public，請參考：CVE-1999-0517。 相關資訊：192.168.64.203:161。,除非有特別需要，建議可關閉此服務，否則對UDP port進入的資料進行過濾或變更預設的SNMP community string。,CVE-1999-0517,7.5,udp,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"It is possible to obtain the default community name of the remote
SNMP server.

An attacker may use this information to gain more knowledge about the
remote host, or to change the configuration of the remote system (if
the default community allows such modifications).","Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",,"
The remote SNMP server replies to the following default community
string :

public"
41028,CVE-1999-0517,7.5,High,192.168.67.200,161,7.5,SNMP Agent Default Community Name (public),裝置上的SNMP伺服器的預設群組名稱可被猜測，值為：public，請參考：CVE-1999-0517。 相關資訊：192.168.67.200:161。,除非有特別需要，建議可關閉此服務，否則對UDP port進入的資料進行過濾或變更預設的SNMP community string。,CVE-1999-0517,7.5,udp,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"It is possible to obtain the default community name of the remote
SNMP server.

An attacker may use this information to gain more knowledge about the
remote host, or to change the configuration of the remote system (if
the default community allows such modifications).","Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",,"
The remote SNMP server replies to the following default community
string :

public"
41028,CVE-1999-0517,7.5,High,192.168.7.250,161,7.5,SNMP Agent Default Community Name (public),裝置上的SNMP伺服器的預設群組名稱可被猜測，值為：public，請參考：CVE-1999-0517。 相關資訊：192.168.7.250:161。,除非有特別需要，建議可關閉此服務，否則對UDP port進入的資料進行過濾或變更預設的SNMP community string。,CVE-1999-0517,7.5,udp,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"It is possible to obtain the default community name of the remote
SNMP server.

An attacker may use this information to gain more knowledge about the
remote host, or to change the configuration of the remote system (if
the default community allows such modifications).","Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",,"
The remote SNMP server replies to the following default community
string :

public"
10245,CVE-1999-0651,7.5,High,192.168.70.246,514,7.5,RSH service vulnerability,主機提供rsh服務，提供使用者遠端登入操作，但該服務本身並未提供加密連線，請參考：CVE-1999-0651。 相關資訊：192.168.70.246:514。,停止不安全的rsh服務。建議遠端維護主機，用SSH等加密連線服務取代。,CVE-1999-0651,7.5,tcp,rsh Service Detection,The rsh service is running on the remote host.,"The rsh service is running on the remote host. This service is
vulnerable since data is passed between the rsh client and server
in cleartext. A man-in-the-middle attacker can exploit this to sniff
logins and passwords. Also, it may allow poorly authenticated logins
without passwords. If the host is vulnerable to TCP sequence number
guessing (from any network) or IP spoofing (including ARP hijacking on
a local network) then it may be possible to bypass authentication.
Finally, rsh is an easy way to turn file-write access into full
logins through the .rhosts or rhosts.equiv files.","Comment out the 'rsh' line in /etc/inetd.conf and restart the inetd
process. Alternatively, disable this service and use SSH instead.",,
41028,CVE-1999-0517,7.5,High,192.168.70.246,161,7.5,SNMP Agent Default Community Name (public),裝置上的SNMP伺服器的預設群組名稱可被猜測，值為：public，請參考：CVE-1999-0517。 相關資訊：192.168.70.246:161。,除非有特別需要，建議可關閉此服務，否則對UDP port進入的資料進行過濾或變更預設的SNMP community string。,CVE-1999-0517,7.5,udp,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"It is possible to obtain the default community name of the remote
SNMP server.

An attacker may use this information to gain more knowledge about the
remote host, or to change the configuration of the remote system (if
the default community allows such modifications).","Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",,"
The remote SNMP server replies to the following default community
string :

public"
10245,CVE-1999-0651,7.5,High,192.168.70.247,514,7.5,RSH service vulnerability,主機提供rsh服務，提供使用者遠端登入操作，但該服務本身並未提供加密連線，請參考：CVE-1999-0651。 相關資訊：192.168.70.247:514。,停止不安全的rsh服務。建議遠端維護主機，用SSH等加密連線服務取代。,CVE-1999-0651,7.5,tcp,rsh Service Detection,The rsh service is running on the remote host.,"The rsh service is running on the remote host. This service is
vulnerable since data is passed between the rsh client and server
in cleartext. A man-in-the-middle attacker can exploit this to sniff
logins and passwords. Also, it may allow poorly authenticated logins
without passwords. If the host is vulnerable to TCP sequence number
guessing (from any network) or IP spoofing (including ARP hijacking on
a local network) then it may be possible to bypass authentication.
Finally, rsh is an easy way to turn file-write access into full
logins through the .rhosts or rhosts.equiv files.","Comment out the 'rsh' line in /etc/inetd.conf and restart the inetd
process. Alternatively, disable this service and use SSH instead.",,
41028,CVE-1999-0517,7.5,High,192.168.70.247,161,7.5,SNMP Agent Default Community Name (public),裝置上的SNMP伺服器的預設群組名稱可被猜測，值為：public，請參考：CVE-1999-0517。 相關資訊：192.168.70.247:161。,除非有特別需要，建議可關閉此服務，否則對UDP port進入的資料進行過濾或變更預設的SNMP community string。,CVE-1999-0517,7.5,udp,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"It is possible to obtain the default community name of the remote
SNMP server.

An attacker may use this information to gain more knowledge about the
remote host, or to change the configuration of the remote system (if
the default community allows such modifications).","Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",,"
The remote SNMP server replies to the following default community
string :

public"
10245,CVE-1999-0651,7.5,High,192.168.70.248,514,7.5,RSH service vulnerability,主機提供rsh服務，提供使用者遠端登入操作，但該服務本身並未提供加密連線，請參考：CVE-1999-0651。 相關資訊：192.168.70.248:514。,停止不安全的rsh服務。建議遠端維護主機，用SSH等加密連線服務取代。,CVE-1999-0651,7.5,tcp,rsh Service Detection,The rsh service is running on the remote host.,"The rsh service is running on the remote host. This service is
vulnerable since data is passed between the rsh client and server
in cleartext. A man-in-the-middle attacker can exploit this to sniff
logins and passwords. Also, it may allow poorly authenticated logins
without passwords. If the host is vulnerable to TCP sequence number
guessing (from any network) or IP spoofing (including ARP hijacking on
a local network) then it may be possible to bypass authentication.
Finally, rsh is an easy way to turn file-write access into full
logins through the .rhosts or rhosts.equiv files.","Comment out the 'rsh' line in /etc/inetd.conf and restart the inetd
process. Alternatively, disable this service and use SSH instead.",,
41028,CVE-1999-0517,7.5,High,192.168.70.248,161,7.5,SNMP Agent Default Community Name (public),裝置上的SNMP伺服器的預設群組名稱可被猜測，值為：public，請參考：CVE-1999-0517。 相關資訊：192.168.70.248:161。,除非有特別需要，建議可關閉此服務，否則對UDP port進入的資料進行過濾或變更預設的SNMP community string。,CVE-1999-0517,7.5,udp,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"It is possible to obtain the default community name of the remote
SNMP server.

An attacker may use this information to gain more knowledge about the
remote host, or to change the configuration of the remote system (if
the default community allows such modifications).","Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",,"
The remote SNMP server replies to the following default community
string :

public"
10245,CVE-1999-0651,7.5,High,192.168.70.29,514,7.5,RSH service vulnerability,主機提供rsh服務，提供使用者遠端登入操作，但該服務本身並未提供加密連線，請參考：CVE-1999-0651。 相關資訊：192.168.70.29:514。,停止不安全的rsh服務。建議遠端維護主機，用SSH等加密連線服務取代。,CVE-1999-0651,7.5,tcp,rsh Service Detection,The rsh service is running on the remote host.,"The rsh service is running on the remote host. This service is
vulnerable since data is passed between the rsh client and server
in cleartext. A man-in-the-middle attacker can exploit this to sniff
logins and passwords. Also, it may allow poorly authenticated logins
without passwords. If the host is vulnerable to TCP sequence number
guessing (from any network) or IP spoofing (including ARP hijacking on
a local network) then it may be possible to bypass authentication.
Finally, rsh is an easy way to turn file-write access into full
logins through the .rhosts or rhosts.equiv files.","Comment out the 'rsh' line in /etc/inetd.conf and restart the inetd
process. Alternatively, disable this service and use SSH instead.",,
41028,CVE-1999-0517,7.5,High,192.168.70.29,161,7.5,SNMP Agent Default Community Name (public),裝置上的SNMP伺服器的預設群組名稱可被猜測，值為：public，請參考：CVE-1999-0517。 相關資訊：192.168.70.29:161。,除非有特別需要，建議可關閉此服務，否則對UDP port進入的資料進行過濾或變更預設的SNMP community string。,CVE-1999-0517,7.5,udp,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"It is possible to obtain the default community name of the remote
SNMP server.

An attacker may use this information to gain more knowledge about the
remote host, or to change the configuration of the remote system (if
the default community allows such modifications).","Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",,"
The remote SNMP server replies to the following default community
string :

public"
10245,CVE-1999-0651,7.5,High,192.168.71.50,514,7.5,RSH service vulnerability,主機提供rsh服務，提供使用者遠端登入操作，但該服務本身並未提供加密連線，請參考：CVE-1999-0651。 相關資訊：192.168.71.50:514。,停止不安全的rsh服務。建議遠端維護主機，用SSH等加密連線服務取代。,CVE-1999-0651,7.5,tcp,rsh Service Detection,The rsh service is running on the remote host.,"The rsh service is running on the remote host. This service is
vulnerable since data is passed between the rsh client and server
in cleartext. A man-in-the-middle attacker can exploit this to sniff
logins and passwords. Also, it may allow poorly authenticated logins
without passwords. If the host is vulnerable to TCP sequence number
guessing (from any network) or IP spoofing (including ARP hijacking on
a local network) then it may be possible to bypass authentication.
Finally, rsh is an easy way to turn file-write access into full
logins through the .rhosts or rhosts.equiv files.","Comment out the 'rsh' line in /etc/inetd.conf and restart the inetd
process. Alternatively, disable this service and use SSH instead.",,
41028,CVE-1999-0517,7.5,High,192.168.71.50,161,7.5,SNMP Agent Default Community Name (public),裝置上的SNMP伺服器的預設群組名稱可被猜測，值為：public，請參考：CVE-1999-0517。 相關資訊：192.168.71.50:161。,除非有特別需要，建議可關閉此服務，否則對UDP port進入的資料進行過濾或變更預設的SNMP community string。,CVE-1999-0517,7.5,udp,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"It is possible to obtain the default community name of the remote
SNMP server.

An attacker may use this information to gain more knowledge about the
remote host, or to change the configuration of the remote system (if
the default community allows such modifications).","Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",,"
The remote SNMP server replies to the following default community
string :

public"
10245,CVE-1999-0651,7.5,High,192.168.72.10,514,7.5,RSH service vulnerability,主機提供rsh服務，提供使用者遠端登入操作，但該服務本身並未提供加密連線，請參考：CVE-1999-0651。 相關資訊：192.168.72.10:514。,停止不安全的rsh服務。建議遠端維護主機，用SSH等加密連線服務取代。,CVE-1999-0651,7.5,tcp,rsh Service Detection,The rsh service is running on the remote host.,"The rsh service is running on the remote host. This service is
vulnerable since data is passed between the rsh client and server
in cleartext. A man-in-the-middle attacker can exploit this to sniff
logins and passwords. Also, it may allow poorly authenticated logins
without passwords. If the host is vulnerable to TCP sequence number
guessing (from any network) or IP spoofing (including ARP hijacking on
a local network) then it may be possible to bypass authentication.
Finally, rsh is an easy way to turn file-write access into full
logins through the .rhosts or rhosts.equiv files.","Comment out the 'rsh' line in /etc/inetd.conf and restart the inetd
process. Alternatively, disable this service and use SSH instead.",,
